X value [cm⁻¹],IR Spectrum 18/O-PTIR (mV) [],IR Spectrum 17/O-PTIR (mV) [],IR Spectrum 16/O-PTIR (mV) [],IR Spectrum 15/O-PTIR (mV) [],IR Spectrum 14/O-PTIR (mV) [],IR Spectrum 13/O-PTIR (mV) [],IR Spectrum 12/O-PTIR (mV) [],IR Spectrum 11/O-PTIR (mV) [],IR Spectrum 10/O-PTIR (mV) []
1175,98.910774230957,170.456314086914,172.371688842773,54.8996315002441,166.338409423828,196.632141113281,291.595886230469,189.312347412109,62.6450805664063
1177,94.5707473754883,164.599548339844,174.145278930664,55.9453201293945,164.855361938477,196.15217590332,291.986633300781,186.935836791992,60.5409660339355
1179,92.5810317993164,169.361434936523,174.440368652344,57.0045356750488,166.168731689453,192.527542114258,290.956359863281,187.482055664063,58.5077743530273
1181,91.2665405273438,165.764343261719,176.512237548828,60.4978866577148,165.194259643555,191.164108276367,288.555358886719,186.222152709961,59.2259826660156
1183,87.5048370361328,165.283828735352,176.869125366211,61.0538597106934,167.058044433594,191.450012207031,289.43310546875,186.032897949219,56.1077156066895
1185,87.3560409545898,164.946990966797,177.99169921875,62.2246894836426,170.087661743164,193.226348876953,290.749847412109,186.040756225586,53.4023475646973
1187,88.0069961547852,162.462844848633,176.947158813477,64.6730041503906,169.098449707031,195.481399536133,287.585113525391,185.388732910156,53.0726203918457
1189,87.1541748046875,167.120162963867,176.222106933594,65.8131866455078,171.23957824707,198.413131713867,285.371887207031,184.923858642578,52.5523223876953
1191,87.8498916625977,163.250473022461,177.413650512695,66.5647201538086,172.372528076172,204.998870849609,285.943695068359,184.507781982422,54.2682762145996
1193,91.2485504150391,166.386428833008,180.424591064453,67.8584899902344,170.407043457031,212.995407104492,284.746337890625,188.736907958984,57.4465942382813
1195,94.7276840209961,173.736358642578,182.849487304688,68.4794540405273,170.096145629883,217.552642822266,284.934295654297,186.676971435547,57.2714538574219
1197,97.1243438720703,174.335693359375,180.267166137695,67.0853881835938,166.872985839844,218.673217773438,282.6591796875,175.958847045898,57.8411293029785
1199,99.9269104003906,174.669235229492,179.426330566406,65.1376419067383,160.89909362793,219.152236938477,279.468078613281,173.800430297852,58.0485458374023
1201,96.6562194824219,166.466598510742,175.672653198242,65.1885452270508,155.380813598633,215.049530029297,278.150512695313,170.691925048828,54.6933288574219
1203,95.1784820556641,162.590347290039,166.518951416016,65.9319610595703,153.392974853516,208.16731262207,274.803253173828,161.23908996582,51.0334625244141
1205,94.2786865234375,161.824417114258,161.006500244141,67.2264633178711,151.866836547852,207.341415405273,267.560028076172,162.020248413086,50.4005470275879
1207,88.1074829101563,147.070724487305,154.559371948242,68.5539169311523,150.813278198242,205.317794799805,264.884155273438,164.435577392578,46.5925827026367
1209,87.5248107910156,148.386428833008,148.026733398438,69.5075531005859,149.760757446289,201.09228515625,265.033935546875,160.647872924805,44.2705917358398
1211,87.5123596191406,154.346420288086,140.926162719727,72.497184753418,145.954940795898,197.869613647461,258.794799804688,162.147567749023,44.6442947387695
1213,82.7312164306641,145.954254150391,144.154830932617,76.4984130859375,146.117828369141,194.236602783203,262.917327880859,159.570327758789,48.236026763916
1215,78.3433380126953,138.252395629883,147.117919921875,80.170524597168,146.267318725586,190.902435302734,266.700744628906,157.205093383789,51.5323219299316
1217,74.3021240234375,131.159027099609,149.846893310547,83.5525207519531,146.404983520508,187.831665039063,270.185241699219,155.026718139648,54.5681838989258
1219,76.8126220703125,130.140930175781,148.849029541016,83.8870010375977,147.315017700195,186.408935546875,270.587829589844,163.433822631836,54.8388519287109
1221,75.8790664672852,127.748977661133,149.642471313477,85.496955871582,146.115432739258,189.33967590332,271.222900390625,171.362457275391,52.0337295532227
1223,78.3322830200195,136.184631347656,151.579284667969,87.3863754272461,145.426666259766,192.473678588867,278.029357910156,179.921508789063,53.1981353759766
1225,82.1443328857422,137.975158691406,155.280990600586,89.2392654418945,141.149200439453,193.314117431641,274.448333740234,183.031127929688,52.5326614379883
1227,83.4515762329102,143.101196289063,158.494918823242,89.7325134277344,141.943252563477,195.750869750977,278.869079589844,188.683578491211,53.6056632995605
1229,86.1657180786133,149.093368530273,165.955017089844,92.326789855957,144.519134521484,199.776657104492,288.510894775391,197.048233032227,55.8643226623535
1231,86.9511413574219,150.205657958984,172.649963378906,97.9275512695313,145.673706054688,201.298202514648,288.341583251953,200.785903930664,58.228199005127
1233,87.7483673095703,158.839462280273,176.163543701172,98.6437072753906,147.023056030273,203.907348632813,294.223846435547,206.738327026367,59.806022644043
1235,87.9295043945313,155.193786621094,182.929580688477,96.2147445678711,144.065048217773,206.625961303711,295.299255371094,213.718551635742,61.3661308288574
1237,88.013542175293,156.429138183594,186.959869384766,99.2909164428711,142.362319946289,210.141311645508,296.284851074219,219.76953125,62.6672248840332
1239,88.4586944580078,164.142990112305,193.830093383789,102.036468505859,145.656997680664,213.725479125977,307.222442626953,225.336959838867,66.7374954223633
1241,87.5099258422852,158.79167175293,197.435043334961,104.554725646973,146.593658447266,217.512893676758,306.107788085938,237.360641479492,66.9081649780273
1243,87.58251953125,163.134552001953,198.167556762695,103.961318969727,146.95915222168,221.588729858398,307.590606689453,245.00227355957,68.2827529907227
